

		----------------------- VACCINATED RATIO = 0.0 ---------------




		----------------------- K = 1 ---------------


Day 0 	#Susceptible = 9995 	#Infected = 5 (+0) 	#Recovered = 0 (+0)
Day 20 	#Susceptible = 339 	#Infected = 4651 (+65) 	#Recovered = 5010 (+330)
Day 21 	#Susceptible = 290 	#Infected = 4353 (+49) 	#Recovered = 5357 (+347)
Day 22 	#Susceptible = 246 	#Infected = 4064 (+44) 	#Recovered = 5690 (+333)
Day 23 	#Susceptible = 213 	#Infected = 3816 (+33) 	#Recovered = 5971 (+281)
Day 24 	#Susceptible = 189 	#Infected = 3555 (+24) 	#Recovered = 6256 (+285)
Day 25 	#Susceptible = 165 	#Infected = 3338 (+24) 	#Recovered = 6497 (+241)
Day 26 	#Susceptible = 149 	#Infected = 3112 (+16) 	#Recovered = 6739 (+242)
Day 27 	#Susceptible = 132 	#Infected = 2920 (+17) 	#Recovered = 6948 (+209)
Day 28 	#Susceptible = 121 	#Infected = 2725 (+11) 	#Recovered = 7154 (+206)
Day 29 	#Susceptible = 112 	#Infected = 2559 (+9) 	#Recovered = 7329 (+175)
Day 30 	#Susceptible = 106 	#Infected = 2383 (+6) 	#Recovered = 7511 (+182)
Day 31 	#Susceptible = 98 	#Infected = 2246 (+8) 	#Recovered = 7656 (+145)
Day 32 	#Susceptible = 94 	#Infected = 2093 (+4) 	#Recovered = 7813 (+157)
Day 33 	#Susceptible = 91 	#Infected = 1944 (+3) 	#Recovered = 7965 (+152)
Day 34 	#Susceptible = 87 	#Infected = 1814 (+4) 	#Recovered = 8099 (+134)
Day 35 	#Susceptible = 85 	#Infected = 1693 (+2) 	#Recovered = 8222 (+123)
Day 36 	#Susceptible = 78 	#Infected = 1589 (+7) 	#Recovered = 8333 (+111)
Day 37 	#Susceptible = 75 	#Infected = 1473 (+3) 	#Recovered = 8452 (+119)
Day 38 	#Susceptible = 72 	#Infected = 1378 (+3) 	#Recovered = 8550 (+98)
Day 39 	#Susceptible = 70 	#Infected = 1288 (+2) 	#Recovered = 8642 (+92)
Day 40 	#Susceptible = 67 	#Infected = 1192 (+3) 	#Recovered = 8741 (+99)
Day 41 	#Susceptible = 65 	#Infected = 1115 (+2) 	#Recovered = 8820 (+79)
Day 42 	#Susceptible = 64 	#Infected = 1038 (+1) 	#Recovered = 8898 (+78)
Day 43 	#Susceptible = 63 	#Infected = 967 (+1) 	#Recovered = 8970 (+72)
Day 44 	#Susceptible = 61 	#Infected = 890 (+2) 	#Recovered = 9049 (+79)
Day 45 	#Susceptible = 60 	#Infected = 839 (+1) 	#Recovered = 9101 (+52)
Day 46 	#Susceptible = 59 	#Infected = 791 (+1) 	#Recovered = 9150 (+49)
Day 47 	#Susceptible = 57 	#Infected = 748 (+2) 	#Recovered = 9195 (+45)
Day 48 	#Susceptible = 57 	#Infected = 689 (+0) 	#Recovered = 9254 (+59)
Day 49 	#Susceptible = 57 	#Infected = 643 (+0) 	#Recovered = 9300 (+46)
Day 50 	#Susceptible = 55 	#Infected = 601 (+2) 	#Recovered = 9344 (+44)
Day 51 	#Susceptible = 54 	#Infected = 557 (+1) 	#Recovered = 9389 (+45)
Day 52 	#Susceptible = 54 	#Infected = 511 (+0) 	#Recovered = 9435 (+46)
Day 53 	#Susceptible = 54 	#Infected = 476 (+0) 	#Recovered = 9470 (+35)
Day 54 	#Susceptible = 54 	#Infected = 441 (+0) 	#Recovered = 9505 (+35)
Day 55 	#Susceptible = 54 	#Infected = 415 (+0) 	#Recovered = 9531 (+26)
Day 56 	#Susceptible = 54 	#Infected = 386 (+0) 	#Recovered = 9560 (+29)
Day 57 	#Susceptible = 54 	#Infected = 356 (+0) 	#Recovered = 9590 (+30)
Day 58 	#Susceptible = 54 	#Infected = 331 (+0) 	#Recovered = 9615 (+25)
Day 59 	#Susceptible = 54 	#Infected = 316 (+0) 	#Recovered = 9630 (+15)
Day 60 	#Susceptible = 54 	#Infected = 298 (+0) 	#Recovered = 9648 (+18)
Day 61 	#Susceptible = 54 	#Infected = 281 (+0) 	#Recovered = 9665 (+17)
Day 62 	#Susceptible = 54 	#Infected = 257 (+0) 	#Recovered = 9689 (+24)
Day 63 	#Susceptible = 54 	#Infected = 244 (+0) 	#Recovered = 9702 (+13)
Day 64 	#Susceptible = 54 	#Infected = 230 (+0) 	#Recovered = 9716 (+14)
Day 65 	#Susceptible = 53 	#Infected = 218 (+1) 	#Recovered = 9729 (+13)
Day 66 	#Susceptible = 53 	#Infected = 202 (+0) 	#Recovered = 9745 (+16)
Day 67 	#Susceptible = 53 	#Infected = 188 (+0) 	#Recovered = 9759 (+14)
Day 68 	#Susceptible = 53 	#Infected = 176 (+0) 	#Recovered = 9771 (+12)
Day 69 	#Susceptible = 53 	#Infected = 163 (+0) 	#Recovered = 9784 (+13)
Day 70 	#Susceptible = 53 	#Infected = 151 (+0) 	#Recovered = 9796 (+12)
Day 71 	#Susceptible = 53 	#Infected = 138 (+0) 	#Recovered = 9809 (+13)
Day 72 	#Susceptible = 53 	#Infected = 124 (+0) 	#Recovered = 9823 (+14)
Day 73 	#Susceptible = 53 	#Infected = 112 (+0) 	#Recovered = 9835 (+12)
Day 74 	#Susceptible = 53 	#Infected = 107 (+0) 	#Recovered = 9840 (+5)
Day 75 	#Susceptible = 53 	#Infected = 104 (+0) 	#Recovered = 9843 (+3)
Day 76 	#Susceptible = 53 	#Infected = 94 (+0) 	#Recovered = 9853 (+10)
Day 77 	#Susceptible = 53 	#Infected = 89 (+0) 	#Recovered = 9858 (+5)
Day 78 	#Susceptible = 53 	#Infected = 79 (+0) 	#Recovered = 9868 (+10)
Day 79 	#Susceptible = 53 	#Infected = 72 (+0) 	#Recovered = 9875 (+7)
Day 80 	#Susceptible = 53 	#Infected = 69 (+0) 	#Recovered = 9878 (+3)
Day 81 	#Susceptible = 53 	#Infected = 65 (+0) 	#Recovered = 9882 (+4)
Day 82 	#Susceptible = 53 	#Infected = 63 (+0) 	#Recovered = 9884 (+2)
Day 83 	#Susceptible = 53 	#Infected = 57 (+0) 	#Recovered = 9890 (+6)
Day 84 	#Susceptible = 53 	#Infected = 48 (+0) 	#Recovered = 9899 (+9)
Day 85 	#Susceptible = 53 	#Infected = 44 (+0) 	#Recovered = 9903 (+4)
Day 86 	#Susceptible = 53 	#Infected = 38 (+0) 	#Recovered = 9909 (+6)
Day 87 	#Susceptible = 53 	#Infected = 33 (+0) 	#Recovered = 9914 (+5)
Day 88 	#Susceptible = 53 	#Infected = 31 (+0) 	#Recovered = 9916 (+2)
Day 89 	#Susceptible = 53 	#Infected = 29 (+0) 	#Recovered = 9918 (+2)
Day 90 	#Susceptible = 53 	#Infected = 26 (+0) 	#Recovered = 9921 (+3)
Day 91 	#Susceptible = 53 	#Infected = 25 (+0) 	#Recovered = 9922 (+1)
Day 92 	#Susceptible = 52 	#Infected = 25 (+1) 	#Recovered = 9923 (+1)
Day 93 	#Susceptible = 52 	#Infected = 22 (+0) 	#Recovered = 9926 (+3)
Day 94 	#Susceptible = 52 	#Infected = 22 (+0) 	#Recovered = 9926 (+0)
Day 95 	#Susceptible = 52 	#Infected = 21 (+0) 	#Recovered = 9927 (+1)
Day 96 	#Susceptible = 52 	#Infected = 21 (+0) 	#Recovered = 9927 (+0)
Day 97 	#Susceptible = 52 	#Infected = 21 (+0) 	#Recovered = 9927 (+0)
Day 98 	#Susceptible = 52 	#Infected = 18 (+0) 	#Recovered = 9930 (+3)
Day 99 	#Susceptible = 52 	#Infected = 16 (+0) 	#Recovered = 9932 (+2)
Day 100 	#Susceptible = 52 	#Infected = 16 (+0) 	#Recovered = 9932 (+0)
Day 101 	#Susceptible = 52 	#Infected = 16 (+0) 	#Recovered = 9932 (+0)
Day 102 	#Susceptible = 52 	#Infected = 14 (+0) 	#Recovered = 9934 (+2)
Day 103 	#Susceptible = 52 	#Infected = 13 (+0) 	#Recovered = 9935 (+1)
Day 104 	#Susceptible = 52 	#Infected = 12 (+0) 	#Recovered = 9936 (+1)
Day 105 	#Susceptible = 52 	#Infected = 11 (+0) 	#Recovered = 9937 (+1)
Day 106 	#Susceptible = 52 	#Infected = 11 (+0) 	#Recovered = 9937 (+0)
Day 107 	#Susceptible = 52 	#Infected = 10 (+0) 	#Recovered = 9938 (+1)
Day 108 	#Susceptible = 52 	#Infected = 9 (+0) 	#Recovered = 9939 (+1)
Day 109 	#Susceptible = 52 	#Infected = 8 (+0) 	#Recovered = 9940 (+1)
Day 110 	#Susceptible = 52 	#Infected = 7 (+0) 	#Recovered = 9941 (+1)
Day 111 	#Susceptible = 52 	#Infected = 7 (+0) 	#Recovered = 9941 (+0)
Day 112 	#Susceptible = 52 	#Infected = 7 (+0) 	#Recovered = 9941 (+0)
Day 113 	#Susceptible = 52 	#Infected = 7 (+0) 	#Recovered = 9941 (+0)
Day 114 	#Susceptible = 52 	#Infected = 7 (+0) 	#Recovered = 9941 (+0)
Day 115 	#Susceptible = 52 	#Infected = 7 (+0) 	#Recovered = 9941 (+0)
Day 116 	#Susceptible = 52 	#Infected = 7 (+0) 	#Recovered = 9941 (+0)
Day 117 	#Susceptible = 52 	#Infected = 7 (+0) 	#Recovered = 9941 (+0)
Day 118 	#Susceptible = 52 	#Infected = 7 (+0) 	#Recovered = 9941 (+0)
Day 119 	#Susceptible = 52 	#Infected = 6 (+0) 	#Recovered = 9942 (+1)
Day 120 	#Susceptible = 52 	#Infected = 5 (+0) 	#Recovered = 9943 (+1)
Day 121 	#Susceptible = 52 	#Infected = 5 (+0) 	#Recovered = 9943 (+0)
Day 122 	#Susceptible = 52 	#Infected = 5 (+0) 	#Recovered = 9943 (+0)
Day 123 	#Susceptible = 52 	#Infected = 4 (+0) 	#Recovered = 9944 (+1)
Day 124 	#Susceptible = 52 	#Infected = 4 (+0) 	#Recovered = 9944 (+0)
Day 125 	#Susceptible = 52 	#Infected = 3 (+0) 	#Recovered = 9945 (+1)
Day 126 	#Susceptible = 52 	#Infected = 3 (+0) 	#Recovered = 9945 (+0)
Day 127 	#Susceptible = 52 	#Infected = 3 (+0) 	#Recovered = 9945 (+0)
Day 128 	#Susceptible = 52 	#Infected = 3 (+0) 	#Recovered = 9945 (+0)
Day 129 	#Susceptible = 52 	#Infected = 2 (+0) 	#Recovered = 9946 (+1)
Day 130 	#Susceptible = 52 	#Infected = 2 (+0) 	#Recovered = 9946 (+0)
Day 131 	#Susceptible = 52 	#Infected = 2 (+0) 	#Recovered = 9946 (+0)
Day 132 	#Susceptible = 52 	#Infected = 1 (+0) 	#Recovered = 9947 (+1)
Day 133 	#Susceptible = 52 	#Infected = 0 (+0) 	#Recovered = 9948 (+1)


		----------------------- K = 10 ---------------


Day 0 	#Susceptible = 8995 	#Infected = 5 (+0) 	#Recovered = 1000 (+0)
Day 1 	#Susceptible = 8991 	#Infected = 8 (+4) 	#Recovered = 1001 (+1)
Day 2 	#Susceptible = 8985 	#Infected = 13 (+6) 	#Recovered = 1002 (+1)
Day 3 	#Susceptible = 8961 	#Infected = 36 (+24) 	#Recovered = 1003 (+1)
Day 4 	#Susceptible = 8888 	#Infected = 107 (+73) 	#Recovered = 1005 (+2)
Day 5 	#Susceptible = 8741 	#Infected = 250 (+147) 	#Recovered = 1009 (+4)
Day 6 	#Susceptible = 8432 	#Infected = 540 (+309) 	#Recovered = 1028 (+19)
Day 7 	#Susceptible = 7863 	#Infected = 1074 (+569) 	#Recovered = 1063 (+35)
Day 8 	#Susceptible = 6913 	#Infected = 1958 (+950) 	#Recovered = 1129 (+66)
Day 9 	#Susceptible = 5766 	#Infected = 2977 (+1147) 	#Recovered = 1257 (+128)
Day 10 	#Susceptible = 4510 	#Infected = 4030 (+1256) 	#Recovered = 1460 (+203)
Day 11 	#Susceptible = 3455 	#Infected = 4771 (+1055) 	#Recovered = 1774 (+314)
Day 12 	#Susceptible = 2553 	#Infected = 5320 (+902) 	#Recovered = 2127 (+353)
Day 13 	#Susceptible = 1871 	#Infected = 5609 (+682) 	#Recovered = 2520 (+393)
Day 14 	#Susceptible = 1396 	#Infected = 5677 (+475) 	#Recovered = 2927 (+407)
Day 15 	#Susceptible = 1056 	#Infected = 5629 (+340) 	#Recovered = 3315 (+388)
Day 16 	#Susceptible = 801 	#Infected = 5500 (+255) 	#Recovered = 3699 (+384)
Day 17 	#Susceptible = 638 	#Infected = 5243 (+163) 	#Recovered = 4119 (+420)
Day 18 	#Susceptible = 517 	#Infected = 5011 (+121) 	#Recovered = 4472 (+353)
Day 19 	#Susceptible = 424 	#Infected = 4767 (+93) 	#Recovered = 4809 (+337)
Day 20 	#Susceptible = 360 	#Infected = 4470 (+64) 	#Recovered = 5170 (+361)
Day 21 	#Susceptible = 306 	#Infected = 4208 (+54) 	#Recovered = 5486 (+316)
Day 22 	#Susceptible = 264 	#Infected = 3987 (+42) 	#Recovered = 5749 (+263)
Day 23 	#Susceptible = 222 	#Infected = 3720 (+42) 	#Recovered = 6058 (+309)
Day 24 	#Susceptible = 198 	#Infected = 3442 (+24) 	#Recovered = 6360 (+302)
Day 25 	#Susceptible = 175 	#Infected = 3229 (+23) 	#Recovered = 6596 (+236)
Day 26 	#Susceptible = 156 	#Infected = 3029 (+19) 	#Recovered = 6815 (+219)
Day 27 	#Susceptible = 135 	#Infected = 2850 (+21) 	#Recovered = 7015 (+200)
Day 28 	#Susceptible = 118 	#Infected = 2682 (+17) 	#Recovered = 7200 (+185)
Day 29 	#Susceptible = 111 	#Infected = 2492 (+7) 	#Recovered = 7397 (+197)
Day 30 	#Susceptible = 100 	#Infected = 2333 (+11) 	#Recovered = 7567 (+170)
Day 31 	#Susceptible = 95 	#Infected = 2161 (+5) 	#Recovered = 7744 (+177)
Day 32 	#Susceptible = 90 	#Infected = 2014 (+5) 	#Recovered = 7896 (+152)
Day 33 	#Susceptible = 84 	#Infected = 1884 (+6) 	#Recovered = 8032 (+136)
Day 34 	#Susceptible = 79 	#Infected = 1749 (+5) 	#Recovered = 8172 (+140)
Day 35 	#Susceptible = 73 	#Infected = 1625 (+6) 	#Recovered = 8302 (+130)
Day 36 	#Susceptible = 70 	#Infected = 1538 (+3) 	#Recovered = 8392 (+90)
Day 37 	#Susceptible = 67 	#Infected = 1430 (+3) 	#Recovered = 8503 (+111)
Day 38 	#Susceptible = 67 	#Infected = 1321 (+0) 	#Recovered = 8612 (+109)
Day 39 	#Susceptible = 67 	#Infected = 1240 (+0) 	#Recovered = 8693 (+81)
Day 40 	#Susceptible = 66 	#Infected = 1164 (+1) 	#Recovered = 8770 (+77)
Day 41 	#Susceptible = 65 	#Infected = 1096 (+1) 	#Recovered = 8839 (+69)
Day 42 	#Susceptible = 64 	#Infected = 1002 (+1) 	#Recovered = 8934 (+95)
Day 43 	#Susceptible = 63 	#Infected = 928 (+1) 	#Recovered = 9009 (+75)
Day 44 	#Susceptible = 63 	#Infected = 852 (+0) 	#Recovered = 9085 (+76)
Day 45 	#Susceptible = 63 	#Infected = 782 (+0) 	#Recovered = 9155 (+70)
Day 46 	#Susceptible = 62 	#Infected = 725 (+1) 	#Recovered = 9213 (+58)
Day 47 	#Susceptible = 62 	#Infected = 679 (+0) 	#Recovered = 9259 (+46)
Day 48 	#Susceptible = 62 	#Infected = 623 (+0) 	#Recovered = 9315 (+56)
Day 49 	#Susceptible = 61 	#Infected = 578 (+1) 	#Recovered = 9361 (+46)
Day 50 	#Susceptible = 61 	#Infected = 544 (+0) 	#Recovered = 9395 (+34)
Day 51 	#Susceptible = 60 	#Infected = 506 (+1) 	#Recovered = 9434 (+39)
Day 52 	#Susceptible = 59 	#Infected = 472 (+1) 	#Recovered = 9469 (+35)
Day 53 	#Susceptible = 59 	#Infected = 443 (+0) 	#Recovered = 9498 (+29)
Day 54 	#Susceptible = 58 	#Infected = 420 (+1) 	#Recovered = 9522 (+24)
Day 55 	#Susceptible = 58 	#Infected = 388 (+0) 	#Recovered = 9554 (+32)
Day 56 	#Susceptible = 58 	#Infected = 353 (+0) 	#Recovered = 9589 (+35)
Day 57 	#Susceptible = 58 	#Infected = 331 (+0) 	#Recovered = 9611 (+22)
Day 58 	#Susceptible = 58 	#Infected = 303 (+0) 	#Recovered = 9639 (+28)
Day 59 	#Susceptible = 58 	#Infected = 284 (+0) 	#Recovered = 9658 (+19)
Day 60 	#Susceptible = 58 	#Infected = 264 (+0) 	#Recovered = 9678 (+20)
Day 61 	#Susceptible = 57 	#Infected = 245 (+1) 	#Recovered = 9698 (+20)
Day 62 	#Susceptible = 57 	#Infected = 222 (+0) 	#Recovered = 9721 (+23)
Day 63 	#Susceptible = 57 	#Infected = 212 (+0) 	#Recovered = 9731 (+10)
Day 64 	#Susceptible = 57 	#Infected = 197 (+0) 	#Recovered = 9746 (+15)
Day 65 	#Susceptible = 56 	#Infected = 183 (+1) 	#Recovered = 9761 (+15)
Day 66 	#Susceptible = 56 	#Infected = 163 (+0) 	#Recovered = 9781 (+20)
Day 67 	#Susceptible = 56 	#Infected = 151 (+0) 	#Recovered = 9793 (+12)
Day 68 	#Susceptible = 56 	#Infected = 144 (+0) 	#Recovered = 9800 (+7)
Day 69 	#Susceptible = 56 	#Infected = 134 (+0) 	#Recovered = 9810 (+10)
Day 70 	#Susceptible = 56 	#Infected = 127 (+0) 	#Recovered = 9817 (+7)
Day 71 	#Susceptible = 56 	#Infected = 118 (+0) 	#Recovered = 9826 (+9)
Day 72 	#Susceptible = 56 	#Infected = 110 (+0) 	#Recovered = 9834 (+8)
Day 73 	#Susceptible = 56 	#Infected = 98 (+0) 	#Recovered = 9846 (+12)
Day 74 	#Susceptible = 56 	#Infected = 94 (+0) 	#Recovered = 9850 (+4)
Day 75 	#Susceptible = 56 	#Infected = 91 (+0) 	#Recovered = 9853 (+3)
Day 76 	#Susceptible = 56 	#Infected = 86 (+0) 	#Recovered = 9858 (+5)
Day 77 	#Susceptible = 56 	#Infected = 80 (+0) 	#Recovered = 9864 (+6)
Day 78 	#Susceptible = 56 	#Infected = 77 (+0) 	#Recovered = 9867 (+3)
Day 79 	#Susceptible = 56 	#Infected = 74 (+0) 	#Recovered = 9870 (+3)
Day 80 	#Susceptible = 56 	#Infected = 66 (+0) 	#Recovered = 9878 (+8)
Day 81 	#Susceptible = 56 	#Infected = 60 (+0) 	#Recovered = 9884 (+6)
Day 82 	#Susceptible = 56 	#Infected = 57 (+0) 	#Recovered = 9887 (+3)
Day 83 	#Susceptible = 56 	#Infected = 51 (+0) 	#Recovered = 9893 (+6)
Day 84 	#Susceptible = 56 	#Infected = 48 (+0) 	#Recovered = 9896 (+3)
Day 85 	#Susceptible = 56 	#Infected = 43 (+0) 	#Recovered = 9901 (+5)
Day 86 	#Susceptible = 56 	#Infected = 42 (+0) 	#Recovered = 9902 (+1)
Day 87 	#Susceptible = 56 	#Infected = 40 (+0) 	#Recovered = 9904 (+2)
Day 88 	#Susceptible = 56 	#Infected = 39 (+0) 	#Recovered = 9905 (+1)
Day 89 	#Susceptible = 56 	#Infected = 37 (+0) 	#Recovered = 9907 (+2)
Day 90 	#Susceptible = 56 	#Infected = 34 (+0) 	#Recovered = 9910 (+3)
Day 91 	#Susceptible = 56 	#Infected = 31 (+0) 	#Recovered = 9913 (+3)
Day 92 	#Susceptible = 56 	#Infected = 31 (+0) 	#Recovered = 9913 (+0)
Day 93 	#Susceptible = 56 	#Infected = 27 (+0) 	#Recovered = 9917 (+4)
Day 94 	#Susceptible = 56 	#Infected = 26 (+0) 	#Recovered = 9918 (+1)
Day 95 	#Susceptible = 56 	#Infected = 25 (+0) 	#Recovered = 9919 (+1)
Day 96 	#Susceptible = 56 	#Infected = 24 (+0) 	#Recovered = 9920 (+1)
Day 97 	#Susceptible = 56 	#Infected = 23 (+0) 	#Recovered = 9921 (+1)
Day 98 	#Susceptible = 56 	#Infected = 19 (+0) 	#Recovered = 9925 (+4)
Day 99 	#Susceptible = 56 	#Infected = 17 (+0) 	#Recovered = 9927 (+2)
Day 100 	#Susceptible = 56 	#Infected = 16 (+0) 	#Recovered = 9928 (+1)
Day 101 	#Susceptible = 56 	#Infected = 14 (+0) 	#Recovered = 9930 (+2)
Day 102 	#Susceptible = 56 	#Infected = 13 (+0) 	#Recovered = 9931 (+1)
Day 103 	#Susceptible = 56 	#Infected = 12 (+0) 	#Recovered = 9932 (+1)
Day 104 	#Susceptible = 56 	#Infected = 10 (+0) 	#Recovered = 9934 (+2)
Day 105 	#Susceptible = 56 	#Infected = 10 (+0) 	#Recovered = 9934 (+0)
Day 106 	#Susceptible = 56 	#Infected = 8 (+0) 	#Recovered = 9936 (+2)
Day 107 	#Susceptible = 56 	#Infected = 8 (+0) 	#Recovered = 9936 (+0)
Day 108 	#Susceptible = 56 	#Infected = 8 (+0) 	#Recovered = 9936 (+0)
Day 109 	#Susceptible = 56 	#Infected = 8 (+0) 	#Recovered = 9936 (+0)
Day 110 	#Susceptible = 56 	#Infected = 7 (+0) 	#Recovered = 9937 (+1)
Day 111 	#Susceptible = 56 	#Infected = 7 (+0) 	#Recovered = 9937 (+0)
Day 112 	#Susceptible = 56 	#Infected = 6 (+0) 	#Recovered = 9938 (+1)
Day 113 	#Susceptible = 56 	#Infected = 6 (+0) 	#Recovered = 9938 (+0)
Day 114 	#Susceptible = 56 	#Infected = 5 (+0) 	#Recovered = 9939 (+1)
Day 115 	#Susceptible = 56 	#Infected = 4 (+0) 	#Recovered = 9940 (+1)
Day 116 	#Susceptible = 56 	#Infected = 4 (+0) 	#Recovered = 9940 (+0)
Day 117 	#Susceptible = 56 	#Infected = 4 (+0) 	#Recovered = 9940 (+0)
Day 118 	#Susceptible = 56 	#Infected = 4 (+0) 	#Recovered = 9940 (+0)
Day 119 	#Susceptible = 56 	#Infected = 4 (+0) 	#Recovered = 9940 (+0)
Day 120 	#Susceptible = 56 	#Infected = 4 (+0) 	#Recovered = 9940 (+0)
Day 121 	#Susceptible = 56 	#Infected = 3 (+0) 	#Recovered = 9941 (+1)
Day 122 	#Susceptible = 56 	#Infected = 3 (+0) 	#Recovered = 9941 (+0)
Day 123 	#Susceptible = 56 	#Infected = 2 (+0) 	#Recovered = 9942 (+1)
Day 124 	#Susceptible = 56 	#Infected = 2 (+0) 	#Recovered = 9942 (+0)
Day 125 	#Susceptible = 56 	#Infected = 2 (+0) 	#Recovered = 9942 (+0)
Day 126 	#Susceptible = 56 	#Infected = 2 (+0) 	#Recovered = 9942 (+0)
Day 127 	#Susceptible = 56 	#Infected = 2 (+0) 	#Recovered = 9942 (+0)
Day 128 	#Susceptible = 56 	#Infected = 2 (+0) 	#Recovered = 9942 (+0)
Day 129 	#Susceptible = 56 	#Infected = 2 (+0) 	#Recovered = 9942 (+0)
Day 130 	#Susceptible = 56 	#Infected = 2 (+0) 	#Recovered = 9942 (+0)
Day 131 	#Susceptible = 56 	#Infected = 2 (+0) 	#Recovered = 9942 (+0)
Day 132 	#Susceptible = 56 	#Infected = 2 (+0) 	#Recovered = 9942 (+0)
Day 133 	#Susceptible = 56 	#Infected = 1 (+0) 	#Recovered = 9943 (+1)
Day 134 	#Susceptible = 56 	#Infected = 1 (+0) 	#Recovered = 9943 (+0)
Day 135 	#Susceptible = 56 	#Infected = 0 (+0) 	#Recovered = 9944 (+1)


		----------------------- VACCINATED RATIO = 0.15000000000000002 ---------------




		----------------------- K = 1 ---------------


Day 0 	#Susceptible = 8495 	#Infected = 5 (+0) 	#Recovered = 1500 (+0)
Day 1 	#Susceptible = 8492 	#Infected = 8 (+3) 	#Recovered = 1500 (+0)
Day 2 	#Susceptible = 8487 	#Infected = 12 (+5) 	#Recovered = 1501 (+1)
Day 3 	#Susceptible = 8477 	#Infected = 22 (+10) 	#Recovered = 1501 (+0)
Day 4 	#Susceptible = 8457 	#Infected = 41 (+20) 	#Recovered = 1502 (+1)
Day 5 	#Susceptible = 8397 	#Infected = 100 (+60) 	#Recovered = 1503 (+1)
Day 6 	#Susceptible = 8240 	#Infected = 250 (+157) 	#Recovered = 1510 (+7)
Day 7 	#Susceptible = 7971 	#Infected = 505 (+269) 	#Recovered = 1524 (+14)
Day 8 	#Susceptible = 7429 	#Infected = 1010 (+542) 	#Recovered = 1561 (+37)
Day 9 	#Susceptible = 6641 	#Infected = 1732 (+788) 	#Recovered = 1627 (+66)
Day 10 	#Susceptible = 5677 	#Infected = 2584 (+964) 	#Recovered = 1739 (+112)
Day 11 	#Susceptible = 4524 	#Infected = 3552 (+1153) 	#Recovered = 1924 (+185)
Day 12 	#Susceptible = 3481 	#Infected = 4335 (+1043) 	#Recovered = 2184 (+260)
Day 13 	#Susceptible = 2611 	#Infected = 4880 (+870) 	#Recovered = 2509 (+325)
Day 14 	#Susceptible = 1962 	#Infected = 5179 (+649) 	#Recovered = 2859 (+350)
Day 15 	#Susceptible = 1480 	#Infected = 5275 (+482) 	#Recovered = 3245 (+386)
Day 16 	#Susceptible = 1163 	#Infected = 5203 (+317) 	#Recovered = 3634 (+389)
Day 17 	#Susceptible = 877 	#Infected = 5105 (+286) 	#Recovered = 4018 (+384)
Day 18 	#Susceptible = 675 	#Infected = 4953 (+202) 	#Recovered = 4372 (+354)
Day 19 	#Susceptible = 545 	#Infected = 4736 (+130) 	#Recovered = 4719 (+347)
Day 20 	#Susceptible = 456 	#Infected = 4495 (+89) 	#Recovered = 5049 (+330)
Day 21 	#Susceptible = 390 	#Infected = 4259 (+66) 	#Recovered = 5351 (+302)
Day 22 	#Susceptible = 338 	#Infected = 3990 (+52) 	#Recovered = 5672 (+321)
Day 23 	#Susceptible = 300 	#Infected = 3751 (+38) 	#Recovered = 5949 (+277)
Day 24 	#Susceptible = 253 	#Infected = 3527 (+47) 	#Recovered = 6220 (+271)
Day 25 	#Susceptible = 213 	#Infected = 3293 (+40) 	#Recovered = 6494 (+274)
Day 26 	#Susceptible = 197 	#Infected = 3091 (+16) 	#Recovered = 6712 (+218)
Day 27 	#Susceptible = 175 	#Infected = 2882 (+22) 	#Recovered = 6943 (+231)
Day 28 	#Susceptible = 166 	#Infected = 2684 (+9) 	#Recovered = 7150 (+207)
Day 29 	#Susceptible = 155 	#Infected = 2473 (+11) 	#Recovered = 7372 (+222)
Day 30 	#Susceptible = 139 	#Infected = 2312 (+16) 	#Recovered = 7549 (+177)
Day 31 	#Susceptible = 130 	#Infected = 2157 (+9) 	#Recovered = 7713 (+164)
Day 32 	#Susceptible = 121 	#Infected = 2020 (+9) 	#Recovered = 7859 (+146)
Day 33 	#Susceptible = 115 	#Infected = 1877 (+6) 	#Recovered = 8008 (+149)
Day 34 	#Susceptible = 109 	#Infected = 1747 (+6) 	#Recovered = 8144 (+136)
Day 35 	#Susceptible = 98 	#Infected = 1627 (+11) 	#Recovered = 8275 (+131)
Day 36 	#Susceptible = 95 	#Infected = 1522 (+3) 	#Recovered = 8383 (+108)
Day 37 	#Susceptible = 94 	#Infected = 1414 (+1) 	#Recovered = 8492 (+109)
Day 38 	#Susceptible = 92 	#Infected = 1315 (+2) 	#Recovered = 8593 (+101)
Day 39 	#Susceptible = 89 	#Infected = 1214 (+3) 	#Recovered = 8697 (+104)
Day 40 	#Susceptible = 87 	#Infected = 1123 (+2) 	#Recovered = 8790 (+93)
Day 41 	#Susceptible = 87 	#Infected = 1053 (+0) 	#Recovered = 8860 (+70)
Day 42 	#Susceptible = 86 	#Infected = 985 (+1) 	#Recovered = 8929 (+69)
Day 43 	#Susceptible = 85 	#Infected = 917 (+1) 	#Recovered = 8998 (+69)
Day 44 	#Susceptible = 83 	#Infected = 843 (+2) 	#Recovered = 9074 (+76)
Day 45 	#Susceptible = 82 	#Infected = 778 (+1) 	#Recovered = 9140 (+66)
Day 46 	#Susceptible = 81 	#Infected = 733 (+1) 	#Recovered = 9186 (+46)
